modele_id;texte_id;texte
C5_ITM_MAT_C4_01_02_01_001;feedback_1;[[Je vois]] La question porte sur « Repérer des nombres relatifs ». [[Je sais]] Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_01_02_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_02_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_02_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_02_02_001;intention;identifier
C5_ITM_MAT_C4_01_02_02_001;notion;Additionner et soustraire des relatifs
C5_ITM_MAT_C4_01_02_02_001;definition;Calculer une somme ou une différence comportant des nombres positifs et négatifs.
C5_ITM_MAT_C4_01_02_02_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_01_02_02_001;enonce;Quelle description correspond le mieux à « Additionner et soustraire des relatifs » ?
C5_ITM_MAT_C4_01_02_02_001;option_1;Calculer une somme ou une différence comportant des nombres positifs et négatifs.
C5_ITM_MAT_C4_01_02_02_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_01_02_02_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_01_02_02_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_01_02_02_001;correcte;1
C5_ITM_MAT_C4_01_02_02_001;feedback_1;[[Je vois]] La question porte sur « Additionner et soustraire des relatifs ». [[Je sais]] Calculer une somme ou une différence comportant des nombres positifs et négatifs. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_01_02_02_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_02_02_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_02_02_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_02_03_001;intention;identifier
C5_ITM_MAT_C4_01_02_03_001;notion;Multiplier et diviser des relatifs
C5_ITM_MAT_C4_01_02_03_001;definition;Déterminer le signe puis la valeur d'un produit ou d'un quotient de nombres relatifs.
C5_ITM_MAT_C4_01_02_03_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_01_02_03_001;enonce;Quelle description correspond le mieux à « Multiplier et diviser des relatifs » ?
C5_ITM_MAT_C4_01_02_03_001;option_1;Déterminer le signe puis la valeur d'un produit ou d'un quotient de nombres relatifs.
C5_ITM_MAT_C4_01_02_03_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_01_02_03_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_01_02_03_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_01_02_03_001;correcte;1
C5_ITM_MAT_C4_01_02_03_001;feedback_1;[[Je vois]] La question porte sur « Multiplier et diviser des relatifs ». [[Je sais]] Déterminer le signe puis la valeur d'un produit ou d'un quotient de nombres relatifs. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_01_02_03_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_02_03_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_02_03_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_03_01_001;intention;identifier
C5_ITM_MAT_C4_01_03_01_001;notion;Fractions et nombres rationnels
C5_ITM_MAT_C4_01_03_01_001;definition;Reconnaître et utiliser des nombres qui peuvent s'écrire comme quotient de deux entiers.
C5_ITM_MAT_C4_01_03_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_01_03_01_001;enonce;Quelle description correspond le mieux à « Fractions et nombres rationnels » ?
C5_ITM_MAT_C4_01_03_01_001;option_1;Reconnaître et utiliser des nombres qui peuvent s'écrire comme quotient de deux entiers.
C5_ITM_MAT_C4_01_03_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_01_03_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_01_03_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_01_03_01_001;correcte;1
C5_ITM_MAT_C4_01_03_01_001;feedback_1;[[Je vois]] La question porte sur « Fractions et nombres rationnels ». [[Je sais]] Reconnaître et utiliser des nombres qui peuvent s'écrire comme quotient de deux entiers. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_01_03_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_03_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_03_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_04_01_001;intention;identifier
C5_ITM_MAT_C4_01_04_01_001;notion;Puissances entières
C5_ITM_MAT_C4_01_04_01_001;definition;Écrire un produit répété d'un même facteur sous forme de puissance et réciproquement.
C5_ITM_MAT_C4_01_04_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_01_04_01_001;enonce;Quelle description correspond le mieux à « Puissances entières » ?
C5_ITM_MAT_C4_01_04_01_001;option_1;Écrire un produit répété d'un même facteur sous forme de puissance et réciproquement.
C5_ITM_MAT_C4_01_04_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_01_04_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_01_04_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_01_04_01_001;correcte;1
C5_ITM_MAT_C4_01_04_01_001;feedback_1;[[Je vois]] La question porte sur « Puissances entières ». [[Je sais]] Écrire un produit répété d'un même facteur sous forme de puissance et réciproquement. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_01_04_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_04_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_04_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_04_02_001;intention;identifier
C5_ITM_MAT_C4_01_04_02_001;notion;Puissances de dix
C5_ITM_MAT_C4_01_04_02_001;definition;Utiliser 10, 100, 1 000 et leurs puissances pour représenter des changements d'ordre de grandeur.
C5_ITM_MAT_C4_01_04_02_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_01_04_02_001;enonce;Quelle description correspond le mieux à « Puissances de dix » ?
C5_ITM_MAT_C4_01_04_02_001;option_1;Utiliser 10, 100, 1 000 et leurs puissances pour représenter des changements d'ordre de grandeur.
C5_ITM_MAT_C4_01_04_02_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_01_04_02_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_01_04_02_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_01_04_02_001;correcte;1
C5_ITM_MAT_C4_01_04_02_001;feedback_1;[[Je vois]] La question porte sur « Puissances de dix ». [[Je sais]] Utiliser 10, 100, 1 000 et leurs puissances pour représenter des changements d'ordre de grandeur. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_01_04_02_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_04_02_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_01_04_02_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_01_01_001;intention;identifier
C5_ITM_MAT_C4_02_01_01_001;notion;Coordonnées dans le plan
C5_ITM_MAT_C4_02_01_01_001;definition;Repérer un point par un couple de coordonnées dans un repère.
C5_ITM_MAT_C4_02_01_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_02_01_01_001;enonce;Quelle description correspond le mieux à « Coordonnées dans le plan » ?
C5_ITM_MAT_C4_02_01_01_001;option_1;Repérer un point par un couple de coordonnées dans un repère.
C5_ITM_MAT_C4_02_01_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_02_01_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_02_01_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_02_01_01_001;correcte;1
C5_ITM_MAT_C4_02_01_01_001;feedback_1;[[Je vois]] La question porte sur « Coordonnées dans le plan ». [[Je sais]] Repérer un point par un couple de coordonnées dans un repère. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_02_01_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_01_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_01_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_01_02_001;intention;identifier
C5_ITM_MAT_C4_02_01_02_001;notion;Repérage sur une droite graduée
C5_ITM_MAT_C4_02_01_02_001;definition;Associer une position sur un axe gradué à un nombre et réciproquement.
C5_ITM_MAT_C4_02_01_02_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_02_01_02_001;enonce;Quelle description correspond le mieux à « Repérage sur une droite graduée » ?
C5_ITM_MAT_C4_02_01_02_001;option_1;Associer une position sur un axe gradué à un nombre et réciproquement.
C5_ITM_MAT_C4_02_01_02_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_02_01_02_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_02_01_02_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_02_01_02_001;correcte;1
C5_ITM_MAT_C4_02_01_02_001;feedback_1;[[Je vois]] La question porte sur « Repérage sur une droite graduée ». [[Je sais]] Associer une position sur un axe gradué à un nombre et réciproquement. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_02_01_02_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_01_02_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_01_02_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_02_01_001;intention;identifier
C5_ITM_MAT_C4_02_02_01_001;notion;Solides et représentations
C5_ITM_MAT_C4_02_02_01_001;definition;Reconnaître ou représenter un solide en tenant compte de ses faces, arêtes et sommets.
C5_ITM_MAT_C4_02_02_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_02_02_01_001;enonce;Quelle description correspond le mieux à « Solides et représentations » ?
C5_ITM_MAT_C4_02_02_01_001;option_1;Reconnaître ou représenter un solide en tenant compte de ses faces, arêtes et sommets.
C5_ITM_MAT_C4_02_02_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_02_02_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_02_02_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_02_02_01_001;correcte;1
C5_ITM_MAT_C4_02_02_01_001;feedback_1;[[Je vois]] La question porte sur « Solides et représentations ». [[Je sais]] Reconnaître ou représenter un solide en tenant compte de ses faces, arêtes et sommets. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_02_02_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_02_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_02_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_02_02_001;intention;identifier
C5_ITM_MAT_C4_02_02_02_001;notion;Patrons et perspectives
C5_ITM_MAT_C4_02_02_02_001;definition;Relier un solide à une représentation plane qui permet de le construire ou de le visualiser.
C5_ITM_MAT_C4_02_02_02_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_02_02_02_001;enonce;Quelle description correspond le mieux à « Patrons et perspectives » ?
C5_ITM_MAT_C4_02_02_02_001;option_1;Relier un solide à une représentation plane qui permet de le construire ou de le visualiser.
C5_ITM_MAT_C4_02_02_02_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_02_02_02_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_02_02_02_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_02_02_02_001;correcte;1
C5_ITM_MAT_C4_02_02_02_001;feedback_1;[[Je vois]] La question porte sur « Patrons et perspectives ». [[Je sais]] Relier un solide à une représentation plane qui permet de le construire ou de le visualiser. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_02_02_02_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_02_02_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_02_02_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_03_01_001;intention;identifier
C5_ITM_MAT_C4_02_03_01_001;notion;Symétries
C5_ITM_MAT_C4_02_03_01_001;definition;Identifier une transformation qui conserve les longueurs et produit une figure symétrique.
C5_ITM_MAT_C4_02_03_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_02_03_01_001;enonce;Quelle description correspond le mieux à « Symétries » ?
C5_ITM_MAT_C4_02_03_01_001;option_1;Identifier une transformation qui conserve les longueurs et produit une figure symétrique.
C5_ITM_MAT_C4_02_03_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_02_03_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_02_03_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_02_03_01_001;correcte;1
C5_ITM_MAT_C4_02_03_01_001;feedback_1;[[Je vois]] La question porte sur « Symétries ». [[Je sais]] Identifier une transformation qui conserve les longueurs et produit une figure symétrique. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_02_03_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_03_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_03_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_03_02_001;intention;identifier
C5_ITM_MAT_C4_02_03_02_001;notion;Translations et rotations
C5_ITM_MAT_C4_02_03_02_001;definition;Identifier un déplacement défini par une direction et une longueur, ou par un centre et un angle.
C5_ITM_MAT_C4_02_03_02_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_02_03_02_001;enonce;Quelle description correspond le mieux à « Translations et rotations » ?
C5_ITM_MAT_C4_02_03_02_001;option_1;Identifier un déplacement défini par une direction et une longueur, ou par un centre et un angle.
C5_ITM_MAT_C4_02_03_02_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_02_03_02_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_02_03_02_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_02_03_02_001;correcte;1
C5_ITM_MAT_C4_02_03_02_001;feedback_1;[[Je vois]] La question porte sur « Translations et rotations ». [[Je sais]] Identifier un déplacement défini par une direction et une longueur, ou par un centre et un angle. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_02_03_02_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_03_02_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_03_02_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_04_01_001;intention;identifier
C5_ITM_MAT_C4_02_04_01_001;notion;Relations entre angles
C5_ITM_MAT_C4_02_04_01_001;definition;Utiliser des relations entre angles, par exemple angles opposés, complémentaires ou liés à des droites parallèles.
C5_ITM_MAT_C4_02_04_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_02_04_01_001;enonce;Quelle description correspond le mieux à « Relations entre angles » ?
C5_ITM_MAT_C4_02_04_01_001;option_1;Utiliser des relations entre angles, par exemple angles opposés, complémentaires ou liés à des droites parallèles.
C5_ITM_MAT_C4_02_04_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_02_04_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_02_04_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_02_04_01_001;correcte;1
C5_ITM_MAT_C4_02_04_01_001;feedback_1;[[Je vois]] La question porte sur « Relations entre angles ». [[Je sais]] Utiliser des relations entre angles, par exemple angles opposés, complémentaires ou liés à des droites parallèles. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_02_04_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_04_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_04_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_05_01_001;intention;identifier
C5_ITM_MAT_C4_02_05_01_001;notion;Construire et caractériser des triangles
C5_ITM_MAT_C4_02_05_01_001;definition;Utiliser longueurs et angles pour construire un triangle et reconnaître ses propriétés.
C5_ITM_MAT_C4_02_05_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_02_05_01_001;enonce;Quelle description correspond le mieux à « Construire et caractériser des triangles » ?
C5_ITM_MAT_C4_02_05_01_001;option_1;Utiliser longueurs et angles pour construire un triangle et reconnaître ses propriétés.
C5_ITM_MAT_C4_02_05_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_02_05_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_02_05_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_02_05_01_001;correcte;1
C5_ITM_MAT_C4_02_05_01_001;feedback_1;[[Je vois]] La question porte sur « Construire et caractériser des triangles ». [[Je sais]] Utiliser longueurs et angles pour construire un triangle et reconnaître ses propriétés. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_02_05_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_05_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_05_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_05_02_001;intention;identifier
C5_ITM_MAT_C4_02_05_02_001;notion;Somme des angles
C5_ITM_MAT_C4_02_05_02_001;definition;Utiliser le fait que la somme des angles d'un triangle vaut 180°.
C5_ITM_MAT_C4_02_05_02_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_02_05_02_001;enonce;Quelle description correspond le mieux à « Somme des angles » ?
C5_ITM_MAT_C4_02_05_02_001;option_1;Utiliser le fait que la somme des angles d'un triangle vaut 180°.
C5_ITM_MAT_C4_02_05_02_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_02_05_02_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_02_05_02_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_02_05_02_001;correcte;1
C5_ITM_MAT_C4_02_05_02_001;feedback_1;[[Je vois]] La question porte sur « Somme des angles ». [[Je sais]] Utiliser le fait que la somme des angles d'un triangle vaut 180°. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_02_05_02_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_05_02_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_05_02_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_06_01_001;intention;identifier
C5_ITM_MAT_C4_02_06_01_001;notion;Reconnaître un parallélogramme
