concept_id;item_id;role
MATC_PARTITION_UNIVERS;ITM_MAT_SPEC_1G_2026_22;MOBILISE
MATC_EPREUVE_BERNOULLI;ITM_MAT_SPEC_1G_2026_23;MOBILISE
MATC_OPERATION;ITM_MAT_C4_01_01;CENTRAL
MATC_NOMBRE_RELATIF;ITM_MAT_C4_01_02;CENTRAL
MATC_NOMBRE_RATIONNEL;ITM_MAT_C4_01_03;CENTRAL
MATC_PUISSANCE;ITM_MAT_C4_01_04;CENTRAL
MATC_EXPRESSION_LITTERALE;ITM_MAT_C4_01_05;CENTRAL
MATC_REPERE;ITM_MAT_C4_02_01;CENTRAL
MATC_SOLIDE;ITM_MAT_C4_02_02;CENTRAL
MATC_TRANSFORMATION;ITM_MAT_C4_02_03;CENTRAL
MATC_ANGLE;ITM_MAT_C4_02_04;CENTRAL
MATC_TRIANGLE;ITM_MAT_C4_02_05;CENTRAL
MATC_PARALLELOGRAMME;ITM_MAT_C4_02_06;CENTRAL
MATC_REPRESENTATION_DONNEES;ITM_MAT_C4_03_01;CENTRAL
MATC_PROBABILITE;ITM_MAT_C4_03_02;CENTRAL
MATC_PROPORTIONNALITE;ITM_MAT_C4_04_01;CENTRAL
MATC_FONCTION;ITM_MAT_C4_04_02;CENTRAL
MATC_ALGORITHME;ITM_MAT_C4_05_01;CENTRAL
MATC_OPERATION;ITM_MAT_C4_01_01_01;CENTRAL
MATC_PRIORITES;ITM_MAT_C4_01_01_02;CENTRAL
MATC_FRACTION;ITM_MAT_C4_01_01_03;CENTRAL
MATC_NOMBRE_RELATIF;ITM_MAT_C4_01_02_01;CENTRAL
MATC_NOMBRE_RELATIF;ITM_MAT_C4_01_02_02;CENTRAL
MATC_NOMBRE_RELATIF;ITM_MAT_C4_01_02_03;CENTRAL
MATC_NOMBRE_RATIONNEL;ITM_MAT_C4_01_03_01;CENTRAL
MATC_FRACTION;ITM_MAT_C4_01_03_02;CENTRAL
MATC_PUISSANCE;ITM_MAT_C4_01_04_01;CENTRAL
MATC_PUISSANCE_DIX;ITM_MAT_C4_01_04_02;CENTRAL
MATC_EXPRESSION_LITTERALE;ITM_MAT_C4_01_05_01;CENTRAL
MATC_EXPRESSION_LITTERALE;ITM_MAT_C4_01_05_02;CENTRAL
MATC_DISTRIBUTIVITE;ITM_MAT_C4_01_05_03;CENTRAL
MATC_REPERE;ITM_MAT_C4_02_01_01;CENTRAL
MATC_NOMBRE_RELATIF;ITM_MAT_C4_02_01_02;CENTRAL
MATC_SOLIDE;ITM_MAT_C4_02_02_01;CENTRAL
MATC_PATRON;ITM_MAT_C4_02_02_02;CENTRAL
MATC_SYMETRIE_AXIALE;ITM_MAT_C4_02_03_01;CENTRAL
MATC_TRANSLATION;ITM_MAT_C4_02_03_02;CENTRAL
MATC_ANGLE;ITM_MAT_C4_02_04_01;CENTRAL
MATC_TRIANGLE;ITM_MAT_C4_02_05_01;CENTRAL
MATC_TRIANGLE;ITM_MAT_C4_02_05_02;CENTRAL
MATC_PARALLELOGRAMME;ITM_MAT_C4_02_06_01;CENTRAL
MATC_REPRESENTATION_DONNEES;ITM_MAT_C4_03_01_01;CENTRAL
MATC_INDICATEUR_STAT;ITM_MAT_C4_03_01_02;CENTRAL
MATC_PROBABILITE;ITM_MAT_C4_03_02_01;CENTRAL
MATC_EXPERIENCE_ALEATOIRE;ITM_MAT_C4_03_02_02;CENTRAL
MATC_PROPORTIONNALITE;ITM_MAT_C4_04_01_01;CENTRAL
MATC_COEFFICIENT_PROPORTIONNALITE;ITM_MAT_C4_04_01_02;CENTRAL
MATC_FONCTION;ITM_MAT_C4_04_02_01;CENTRAL
MATC_IMAGE_ANTECEDENT;ITM_MAT_C4_04_02_02;CENTRAL
MATC_AFFECTATION;ITM_MAT_C4_05_01_01;CENTRAL
MATC_CONDITION;ITM_MAT_C4_05_01_02;CENTRAL
MATC_NOMBRE_DECIMAL;ITM_MAT_C3_6E_01;CENTRAL
MATC_FRACTION;ITM_MAT_C3_6E_02;CENTRAL
MATC_INCONNUE;ITM_MAT_C3_6E_03;CENTRAL
MATC_PERIMETRE;ITM_MAT_C3_6E_04;CENTRAL
MATC_AIRE;ITM_MAT_C3_6E_05;CENTRAL
MATC_VOLUME;ITM_MAT_C3_6E_06;CENTRAL
MATC_DUREE;ITM_MAT_C3_6E_07;CENTRAL
MATC_TRIANGLE;ITM_MAT_C3_6E_08;CENTRAL
MATC_SOLIDE;ITM_MAT_C3_6E_09;CENTRAL
MATC_DONNEES;ITM_MAT_C3_6E_10;CENTRAL
MATC_PROBABILITE;ITM_MAT_C3_6E_11;CENTRAL
MATC_PROPORTIONNALITE;ITM_MAT_C3_6E_12;CENTRAL
MATC_ALGORITHME;ITM_MAT_C3_6E_13;CENTRAL
MATC_NUMERATION_POSITION;ITM_MAT_C3_6E_C01;CENTRAL
MATC_NOMBRE_DECIMAL;ITM_MAT_C3_6E_C02;CENTRAL
MATC_OPERATION;ITM_MAT_C3_6E_C03;CENTRAL
MATC_OPERATION;ITM_MAT_C3_6E_C04;CENTRAL
MATC_FRACTION;ITM_MAT_C3_6E_C05;CENTRAL
MATC_FRACTION;ITM_MAT_C3_6E_C06;CENTRAL
MATC_FRACTION;ITM_MAT_C3_6E_C07;CENTRAL
MATC_FRACTION;ITM_MAT_C3_6E_C08;CENTRAL
MATC_FRACTION;ITM_MAT_C3_6E_C09;CENTRAL
MATC_FRACTION;ITM_MAT_C3_6E_C10;CENTRAL
MATC_POURCENTAGE;ITM_MAT_C3_6E_C11;CENTRAL
MATC_INCONNUE;ITM_MAT_C3_6E_C12;CENTRAL
MATC_REGULARITE;ITM_MAT_C3_6E_C13;CENTRAL
MATC_PERIMETRE;ITM_MAT_C3_6E_C14;CENTRAL
MATC_PERIMETRE;ITM_MAT_C3_6E_C15;CENTRAL
MATC_LONGUEUR;ITM_MAT_C3_6E_C16;CENTRAL
MATC_AIRE;ITM_MAT_C3_6E_C17;CENTRAL
MATC_AIRE;ITM_MAT_C3_6E_C18;CENTRAL
MATC_VOLUME;ITM_MAT_C3_6E_C19;CENTRAL
MATC_DUREE;ITM_MAT_C3_6E_C20;CENTRAL
MATC_TRIANGLE;ITM_MAT_C3_6E_C21;CENTRAL
MATC_MEDIATRICE;ITM_MAT_C3_6E_C22;CENTRAL
MATC_CERCLE;ITM_MAT_C3_6E_C23;CENTRAL
MATC_SYMETRIE_AXIALE;ITM_MAT_C3_6E_C24;CENTRAL
MATC_SOLIDE;ITM_MAT_C3_6E_C25;CENTRAL
MATC_DONNEES;ITM_MAT_C3_6E_C26;CENTRAL
MATC_REPRESENTATION_DONNEES;ITM_MAT_C3_6E_C27;CENTRAL
MATC_PROBABILITE;ITM_MAT_C3_6E_C28;CENTRAL
MATC_FREQUENCE;ITM_MAT_C3_6E_C29;CENTRAL
MATC_PROPORTIONNALITE;ITM_MAT_C3_6E_C30;CENTRAL
MATC_PROPORTIONNALITE;ITM_MAT_C3_6E_C31;CENTRAL
MATC_PROPORTIONNALITE;ITM_MAT_C3_6E_C32;CENTRAL
MATC_ECHELLE;ITM_MAT_C3_6E_C33;CENTRAL
MATC_SEQUENCE_INSTRUCTIONS;ITM_MAT_C3_6E_C34;CENTRAL
MATC_SEQUENCE_INSTRUCTIONS;ITM_MAT_C3_6E_C35;CENTRAL
MATC_BOUCLE;ITM_MAT_C3_6E_C36;CENTRAL
MATC_PUISSANCE;ITM_MATOLD_4E_ATT_NOMBRES_PUISS;CENTRAL
MATC_PUISSANCE_DIX;ITM_MATOLD_4E_ATT_NOMBRES_PUISS;MOBILISE
MATC_NOTATION_SCIENTIFIQUE;ITM_MATOLD_4E_ATT_NOMBRES_PUISS;MOBILISE
MATC_RACINE_CARREE;ITM_MATOLD_4E_ATT_NOMBRES_PUISS;MOBILISE
MATC_NOMBRE_RATIONNEL;ITM_MATOLD_4E_ATT_RATIONNELS;CENTRAL
MATC_FRACTION;ITM_MATOLD_4E_ATT_RATIONNELS;MOBILISE
MATC_NOMBRE_PREMIER;ITM_MATOLD_4E_ATT_DIVISIBILITE;CENTRAL
MATC_FACTEURS_PREMIERS;ITM_MATOLD_4E_ATT_DIVISIBILITE;MOBILISE
MATC_FRACTION;ITM_MATOLD_4E_ATT_DIVISIBILITE;MOBILISE
MATC_EXPRESSION_LITTERALE;ITM_MATOLD_4E_ATT_LITTERAL;CENTRAL
MATC_DISTRIBUTIVITE;ITM_MATOLD_4E_ATT_LITTERAL;MOBILISE
MATC_INCONNUE;ITM_MATOLD_4E_ATT_EQUATIONS;CENTRAL
MATC_EQUATION_PREMIER_DEGRE;ITM_MATOLD_4E_ATT_EQUATIONS;MOBILISE
MATC_DONNEES;ITM_MATOLD_4E_ATT_STAT;CENTRAL
MATC_MEDIANE;ITM_MATOLD_4E_ATT_STAT;MOBILISE
MATC_REPRESENTATION_DONNEES;ITM_MATOLD_4E_ATT_STAT;MOBILISE
MATC_PROBABILITE;ITM_MATOLD_4E_ATT_PROBA;CENTRAL
MATC_EXPERIENCE_ALEATOIRE;ITM_MATOLD_4E_ATT_PROBA;MOBILISE
MATC_EVENEMENT;ITM_MATOLD_4E_ATT_PROBA;MOBILISE
MATC_EVENEMENT_CONTRAIRE;ITM_MATOLD_4E_ATT_PROBA;MOBILISE
MATC_PROPORTIONNALITE;ITM_MATOLD_4E_ATT_PROPORTION;CENTRAL
MATC_COEFFICIENT_PROPORTIONNALITE;ITM_MATOLD_4E_ATT_PROPORTION;MOBILISE
MATC_QUATRIEME_PROPORTIONNELLE;ITM_MATOLD_4E_ATT_PROPORTION;MOBILISE
MATC_FONCTION;ITM_MATOLD_4E_ATT_FONCTIONS;CENTRAL
MATC_IMAGE_ANTECEDENT;ITM_MATOLD_4E_ATT_FONCTIONS;MOBILISE
MATC_VOLUME;ITM_MATOLD_4E_ATT_GRANDEURS;CENTRAL
MATC_PYRAMIDE;ITM_MATOLD_4E_ATT_GRANDEURS;MOBILISE
MATC_CONE;ITM_MATOLD_4E_ATT_GRANDEURS;MOBILISE
MATC_GRANDEUR_COMPOSEE;ITM_MATOLD_4E_ATT_GRANDEURS;MOBILISE
MATC_TRANSFORMATION;ITM_MATOLD_4E_ATT_TRANSFO;CENTRAL
MATC_TRANSLATION;ITM_MATOLD_4E_ATT_TRANSFO;MOBILISE
MATC_AGRANDISSEMENT_REDUCTION;ITM_MATOLD_4E_ATT_TRANSFO;MOBILISE
MATC_REPERE;ITM_MATOLD_4E_ATT_ESPACE;CENTRAL
MATC_SOLIDE;ITM_MATOLD_4E_ATT_ESPACE;MOBILISE
MATC_PATRON;ITM_MATOLD_4E_ATT_ESPACE;MOBILISE
MATC_PYRAMIDE;ITM_MATOLD_4E_ATT_ESPACE;MOBILISE
MATC_CONE;ITM_MATOLD_4E_ATT_ESPACE;MOBILISE
MATC_PYTHAGORE;ITM_MATOLD_4E_ATT_PYTHAGORE;CENTRAL
MATC_RECIPROQUE_PYTHAGORE;ITM_MATOLD_4E_ATT_PYTHAGORE;MOBILISE
MATC_THALES;ITM_MATOLD_4E_ATT_THALES;CENTRAL
MATC_RECIPROQUE_THALES;ITM_MATOLD_4E_ATT_THALES;MOBILISE
MATC_COSINUS;ITM_MATOLD_4E_ATT_COSINUS;CENTRAL
MATC_PYTHAGORE;ITM_MATOLD_4E_ATT_DEMONSTRATION;CENTRAL
MATC_THALES;ITM_MATOLD_4E_ATT_DEMONSTRATION;MOBILISE
MATC_TRANSLATION;ITM_MATOLD_4E_ATT_DEMONSTRATION;MOBILISE
MATC_ALGORITHME;ITM_MATOLD_4E_ATT_ALGO;CENTRAL
MATC_BOUCLE;ITM_MATOLD_4E_ATT_ALGO;MOBILISE
MATC_CONDITION;ITM_MATOLD_4E_ATT_ALGO;MOBILISE
MATC_AFFECTATION;ITM_MATOLD_4E_ATT_ALGO;MOBILISE
MATC_PUISSANCE;ITM_MATOLD_3E_ATT_PUISS;CENTRAL
MATC_NOTATION_SCIENTIFIQUE;ITM_MATOLD_3E_ATT_PUISS;MOBILISE
MATC_NOMBRE_RATIONNEL;ITM_MATOLD_3E_ATT_RATIONNELS;CENTRAL
MATC_RACINE_CARREE;ITM_MATOLD_3E_ATT_RATIONNELS;MOBILISE
MATC_NOMBRE_PREMIER;ITM_MATOLD_3E_ATT_DIVISIBILITE;CENTRAL
MATC_FACTEURS_PREMIERS;ITM_MATOLD_3E_ATT_DIVISIBILITE;MOBILISE
MATC_EXPRESSION_LITTERALE;ITM_MATOLD_3E_ATT_LITTERAL;CENTRAL
MATC_DISTRIBUTIVITE;ITM_MATOLD_3E_ATT_LITTERAL;MOBILISE
MATC_DOUBLE_DISTRIBUTIVITE;ITM_MATOLD_3E_ATT_LITTERAL;MOBILISE
MATC_IDENTITE_DIFFERENCE_CARRES;ITM_MATOLD_3E_ATT_LITTERAL;MOBILISE
MATC_EQUATION_PREMIER_DEGRE;ITM_MATOLD_3E_ATT_EQUATIONS;CENTRAL
MATC_EQUATION_PRODUIT;ITM_MATOLD_3E_ATT_EQUATIONS;MOBILISE
MATC_DONNEES;ITM_MATOLD_3E_ATT_STAT;CENTRAL
MATC_ETENDUE;ITM_MATOLD_3E_ATT_STAT;MOBILISE
MATC_HISTOGRAMME;ITM_MATOLD_3E_ATT_STAT;MOBILISE
MATC_FREQUENCE;ITM_MATOLD_3E_ATT_STAT;MOBILISE
MATC_PROBABILITE;ITM_MATOLD_3E_ATT_PROBA;CENTRAL
MATC_EXPERIENCE_ALEATOIRE;ITM_MATOLD_3E_ATT_PROBA;MOBILISE
MATC_EVENEMENT;ITM_MATOLD_3E_ATT_PROBA;MOBILISE
MATC_PROPORTIONNALITE;ITM_MATOLD_3E_ATT_PROPORTION;CENTRAL
MATC_FONCTION_LINEAIRE;ITM_MATOLD_3E_ATT_PROPORTION;MOBILISE
MATC_COEFFICIENT_MULTIPLICATEUR;ITM_MATOLD_3E_ATT_PROPORTION;MOBILISE
MATC_FONCTION;ITM_MATOLD_3E_ATT_FONCTIONS;CENTRAL
MATC_IMAGE_ANTECEDENT;ITM_MATOLD_3E_ATT_FONCTIONS;MOBILISE
MATC_FONCTION_LINEAIRE;ITM_MATOLD_3E_ATT_LINEAIRE_AFFINE;CENTRAL
MATC_FONCTION_AFFINE;ITM_MATOLD_3E_ATT_LINEAIRE_AFFINE;MOBILISE
MATC_VOLUME;ITM_MATOLD_3E_ATT_GRANDEURS;CENTRAL
MATC_GRANDEUR_COMPOSEE;ITM_MATOLD_3E_ATT_GRANDEURS;MOBILISE
MATC_HOMOTHETIE;ITM_MATOLD_3E_ATT_HOMOTHETIE;CENTRAL
MATC_AGRANDISSEMENT_REDUCTION;ITM_MATOLD_3E_ATT_HOMOTHETIE;MOBILISE
MATC_LATITUDE_LONGITUDE;ITM_MATOLD_3E_ATT_ESPACE;CENTRAL
MATC_SECTION_SOLIDE;ITM_MATOLD_3E_ATT_ESPACE;MOBILISE
MATC_SOLIDE;ITM_MATOLD_3E_ATT_ESPACE;MOBILISE
MATC_THALES;ITM_MATOLD_3E_ATT_THALES;CENTRAL
MATC_TRIANGLES_SEMBLABLES;ITM_MATOLD_3E_ATT_THALES;MOBILISE
MATC_COSINUS;ITM_MATOLD_3E_ATT_TRIGO;CENTRAL
MATC_SINUS;ITM_MATOLD_3E_ATT_TRIGO;MOBILISE
MATC_TANGENTE_TRIGO;ITM_MATOLD_3E_ATT_TRIGO;MOBILISE
MATC_ROTATION;ITM_MATOLD_3E_ATT_TRANSFO;CENTRAL
MATC_HOMOTHETIE;ITM_MATOLD_3E_ATT_TRANSFO;MOBILISE
MATC_THALES;ITM_MATOLD_3E_ATT_DEMONSTRATION;CENTRAL
MATC_TRIANGLES_SEMBLABLES;ITM_MATOLD_3E_ATT_DEMONSTRATION;MOBILISE
MATC_HOMOTHETIE;ITM_MATOLD_3E_ATT_DEMONSTRATION;MOBILISE
MATC_ALGORITHME;ITM_MATOLD_3E_ATT_ALGO;CENTRAL
MATC_BOUCLE;ITM_MATOLD_3E_ATT_ALGO;MOBILISE
MATC_CONDITION;ITM_MATOLD_3E_ATT_ALGO;MOBILISE
MATC_AFFECTATION;ITM_MATOLD_3E_ATT_ALGO;MOBILISE
MATC_BLOC_PERSONNALISE;ITM_MATOLD_3E_ATT_ALGO;MOBILISE
MATC_ENSEMBLE;ITM_MAT_2GT_2026_01;CENTRAL
MATC_PROPOSITION_LOGIQUE;ITM_MAT_2GT_2026_01;MOBILISE
MATC_ALGORITHME;ITM_MAT_2GT_2026_02;CENTRAL
MATC_VARIABLE;ITM_MAT_2GT_2026_03;CENTRAL
MATC_AFFECTATION;ITM_MAT_2GT_2026_03;MOBILISE
MATC_CONDITION;ITM_MAT_2GT_2026_03;MOBILISE
MATC_BOUCLE;ITM_MAT_2GT_2026_03;MOBILISE
MATC_FONCTION_INFORMATIQUE;ITM_MAT_2GT_2026_04;CENTRAL
MATC_OPERATION;ITM_MAT_2GT_2026_05;CENTRAL
MATC_FRACTION;ITM_MAT_2GT_2026_05;MOBILISE
MATC_POURCENTAGE;ITM_MAT_2GT_2026_05;MOBILISE
MATC_EXPRESSION_LITTERALE;ITM_MAT_2GT_2026_05;MOBILISE
MATC_NOMBRE_REEL;ITM_MAT_2GT_2026_06;CENTRAL
MATC_EXPRESSION_LITTERALE;ITM_MAT_2GT_2026_06;MOBILISE
MATC_DIVISEUR_MULTIPLE;ITM_MAT_2GT_2026_07;CENTRAL
MATC_FRACTION_IRREDUCTIBLE;ITM_MAT_2GT_2026_07;MOBILISE
MATC_NOMBRE_REEL;ITM_MAT_2GT_2026_08;CENTRAL
MATC_NOMBRE_IRRATIONNEL;ITM_MAT_2GT_2026_08;MOBILISE
MATC_VALEUR_APPROCHEE;ITM_MAT_2GT_2026_08;MOBILISE
MATC_EXPRESSION_LITTERALE;ITM_MAT_2GT_2026_09;CENTRAL
MATC_EQUATION_PREMIER_DEGRE;ITM_MAT_2GT_2026_09;MOBILISE
MATC_INEQUATION_PREMIER_DEGRE;ITM_MAT_2GT_2026_09;MOBILISE
MATC_VECTEUR;ITM_MAT_2GT_2026_10;CENTRAL
MATC_EQUATION_DROITE;ITM_MAT_2GT_2026_10;MOBILISE
MATC_VECTEUR;ITM_MAT_2GT_2026_11;CENTRAL
MATC_COORDONNEES_VECTEUR;ITM_MAT_2GT_2026_11;MOBILISE
MATC_EQUATION_DROITE;ITM_MAT_2GT_2026_12;CENTRAL
MATC_COEFF_DIRECTEUR;ITM_MAT_2GT_2026_12;MOBILISE
MATC_FONCTION;ITM_MAT_2GT_2026_13;CENTRAL
MATC_IMAGE_ANTECEDENT;ITM_MAT_2GT_2026_13;MOBILISE
MATC_IMAGE_ANTECEDENT;ITM_MAT_2GT_2026_14;CENTRAL
MATC_EQUATION_COURBE;ITM_MAT_2GT_2026_14;MOBILISE
MATC_FONCTION_AFFINE;ITM_MAT_2GT_2026_14;MOBILISE
MATC_VARIATION_FONCTION;ITM_MAT_2GT_2026_15;CENTRAL
MATC_EXTREMUM;ITM_MAT_2GT_2026_15;MOBILISE
MATC_INDICATEUR_STAT;ITM_MAT_2GT_2026_16;CENTRAL
MATC_PROBABILITE;ITM_MAT_2GT_2026_16;MOBILISE
MATC_POURCENTAGE;ITM_MAT_2GT_2026_17;CENTRAL
MATC_COEFFICIENT_MULTIPLICATEUR;ITM_MAT_2GT_2026_17;MOBILISE
MATC_MEDIANE;ITM_MAT_2GT_2026_17;MOBILISE
MATC_QUARTILE;ITM_MAT_2GT_2026_17;MOBILISE
MATC_TABLEAU_CROISE;ITM_MAT_2GT_2026_18;CENTRAL
MATC_FREQUENCE_CONDITIONNELLE;ITM_MAT_2GT_2026_18;MOBILISE
MATC_PROBABILITE;ITM_MAT_2GT_2026_19;CENTRAL
MATC_EVENEMENT;ITM_MAT_2GT_2026_19;MOBILISE
MATC_EQUIPROBABILITE;ITM_MAT_2GT_2026_19;MOBILISE
MATC_ENSEMBLE;ITM_MAT_2GT_2026_01_01;CENTRAL
MATC_INTERVALLE;ITM_MAT_2GT_2026_01_01;MOBILISE
MATC_APPARTENANCE_INCLUSION;ITM_MAT_2GT_2026_01_01;MOBILISE
MATC_UNION_INTERSECTION;ITM_MAT_2GT_2026_01_01;MOBILISE
MATC_COMPLEMENTAIRE_ENSEMBLE;ITM_MAT_2GT_2026_01_01;MOBILISE
MATC_PROPOSITION_LOGIQUE;ITM_MAT_2GT_2026_01_02;CENTRAL
MATC_CONNECTEUR_LOGIQUE;ITM_MAT_2GT_2026_01_02;MOBILISE
MATC_IMPLICATION;ITM_MAT_2GT_2026_01_03;CENTRAL
MATC_EQUIVALENCE;ITM_MAT_2GT_2026_01_03;MOBILISE
MATC_RECIPROQUE_CONTRAPOSEE;ITM_MAT_2GT_2026_01_03;MOBILISE
MATC_CONTRE_EXEMPLE;ITM_MAT_2GT_2026_01_04;CENTRAL
MATC_DISJONCTION_CAS;ITM_MAT_2GT_2026_01_05;CENTRAL
MATC_RAISONNEMENT_ABSURDE;ITM_MAT_2GT_2026_01_05;MOBILISE
MATC_TYPE_VARIABLE_INFO;ITM_MAT_2GT_2026_03_01;CENTRAL
MATC_VARIABLE;ITM_MAT_2GT_2026_03_01;MOBILISE
MATC_AFFECTATION;ITM_MAT_2GT_2026_03_02;CENTRAL
MATC_SEQUENCE_INSTRUCTIONS;ITM_MAT_2GT_2026_03_02;MOBILISE
MATC_CONDITION;ITM_MAT_2GT_2026_03_03;CENTRAL
MATC_BOUCLE;ITM_MAT_2GT_2026_03_04;CENTRAL
MATC_ALGORITHME;ITM_MAT_2GT_2026_03_05;CENTRAL
MATC_FONCTION_INFORMATIQUE;ITM_MAT_2GT_2026_04_01;CENTRAL
MATC_FONCTION_INFORMATIQUE;ITM_MAT_2GT_2026_04_02;CENTRAL
MATC_ARGUMENT_FONCTION_INFO;ITM_MAT_2GT_2026_04_02;MOBILISE
MATC_FONCTION_INFORMATIQUE;ITM_MAT_2GT_2026_04_03;CENTRAL
MATC_SIMULATION;ITM_MAT_2GT_2026_04_03;MOBILISE
MATC_EXPERIENCE_ALEATOIRE;ITM_MAT_2GT_2026_04_03;MOBILISE
